,Import Type,Season Stakes*,Total Stakes*,No. of 1-2-3-Starts*,No. of starts in past 10race meetings,Current Stable Location(Arrival Date),Import Date,Trainer,Owner,Current Rating,Start ofSeason Rating,Sire,Dam,Dam's Sire,Same Sire,name,Country of Origin,Age,Colour,Sex,PP Pre-import races footage
634,PPG,"$2,528,250","$5,174,000",6-1-2-32,2,Hong Kong(21/03/2024),01/03/2021,F C Lor,Steven Leung Man Hung,67,57,Deep Field,Chik Chik Boom,Thorn Park,J423 J427 ADEFILL ALMIGHTY KICK BLAZING WIND BOOMBAYAH CALIFORNIA DEEPLY CALIFORNIA ICON CALIFORNIA TOUCH CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE MASTER MASTERMIND MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER ELITE SUPER GLORY SUPER HIGHWAY SUPREME LUCKY TEAM HAPPY THE GOLDEN SCENERY THE GOOD DEAL VIGOR ELLEEGANT VIVA GRACIOUSNESS VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2020_E385,AUS,6,Bay,Gelding,
635,PPG,"$561,600","$1,580,950",1-4-0-19,0,Conghua(21/02/2024),03/02/2022,C Fownes,"Mr & Mrs Stephen Ho Wai Man, Fred Ho Ka Chun and Derek Ho Ka Chung",51,49,Starspangledbanner,Bequia,Helmet,J428 BEAUTY ETERNAL BEAUTY WAVES BLING BLING GENIUS BRILLIANT EXPRESS CALIFORNIA BANNER CALIFORNIA SPANGLE CALIFORNIA STAR CHAMPION DRAGON CITY THUNDER COPARTNER AMBITION DROMBEG BANNER HELENE WARRIOR JAZZ CLUB NORDIC DRAGON PRESTIGE ALWAYS PROSECCO RUBY SAILING SIGHT HAPPY SOLID WIN SPANGLE FORTUNE SPLENDID LIVING STELLAR SWIFT TURIN STARSPANGLED WINNING HEART,2021_G354,IRE,5,Chestnut,Gelding,
636,PPG,$0,$0,0-0-0-0,0,Conghua(28/02/2024),22/01/2024,F C Lor,Vincent Leung Man Him,52,52,Real Steel,Gifted Queen,Zoustar,Nil,2023_J337,AUS,3,Bay,Gelding,
637,PPG,$0,$0,0-0-0-0,0,Conghua(23/02/2024),22/01/2024,C Fownes,Cheung Sui Ling,52,52,Russian Revolution,Virani,Bernardini,DELAGO PATROL GLORY ELITE MAYHEM,2023_J338,AUS,3,Chestnut,Gelding,
638,PPG,"$152,100","$152,100",0-0-0-4,1,Conghua(27/03/2024),27/07/2023,J Richards,Yeung Kwong Fat,48,52,Per Incanto,Diamonds Forever,Keeper,J409 J421 A AMERIC TE SPECSO AEROINVINCIBLE BABY CRYSTAL BRAVO WARRIOR CAMP FIRE CAN'T GO WONG CIRCUIT VICTORY COLOURFUL PRINCE DUKE WAI FLYING DRAGON GOLDEN LINK GOLDEN LUCK GRAND BOSS HAPPY DAY HEALTHY HEALTHY I GIVE LITTLE BROSE RAGING BLIZZARD RATTAN KINGDOM RATTAN WORLD ROARING BEBE SEIZING THE MOMENT SIXTH GENERATION THE PRIME UNISON WOOD ON FIRE,2023_J047,NZ,4,Bay,Gelding,
639,PPG,$0,$0,0-0-0-2,0,Conghua(21/02/2024),18/09/2023,C S Shum,Tsang Wai Hung,50,52,Grunt,Lijiang,More Than Ready,NEVER PETER OUT QINGYUAN STAR YUEN LONG ELITE,2023_J147,AUS,3,Bay,Gelding,
640,PPG,"$636,400","$4,513,225",3-2-3-23,2,Hong Kong(20/09/2021),20/09/2021,P F Yiu,UNO Eight Syndicate,64,76,Pride Of Dubai,Hussy Five Oh,Husson,J433 J443 DRAGON STAR EXCEPTIONAL WONDER GALLANT WAKING GOLDEN SAMURAI JUMBO FORTUNE PINGWU SPARKLE TAIHANG SCENERY UNIVERSAL BLAZE,2021_G204,AUS,5,Bay,Gelding,
641,PPG,$0,$0,0-0-0-0,0,Hong Kong(08/01/2024),08/01/2024,D A Hayes,Ma Hing Man,52,52,Shamexpress,Christmas Day,Zabeel,J388 J445 GLOBAL HARMONY JOYFUL SUPREME KA YING RISING SWEET BRIAR,2023_J315,NZ,3,Bay,Gelding,
642,PPG,"$2,935,200","$4,832,025",4-1-2-10,1,Hong Kong(21/12/2023),19/12/2022,D A Hayes,Steven Leung Man Hung,82,69,Epaulette,Miss de Vega,Lope de Vega,J449 ARMOUR EAGLE COPARTNER PRANCE ERNEST FEELING PAKISTAN LEGACY SUPREME WINNER THE GREAT MASTER,2022_H274,AUS,4,Bay,Gelding,
643,PP,"$696,150","$2,746,550",3-1-1-30,2,Hong Kong(09/04/2024),09/08/2021,K W Lui,Law Yung Koon,55,63,Iffraaj,Kitt Ann Miss,Rock Of Gibraltar,J451 AMAZING TRAVIS BROTHER CHENG I CAN LEATHER MASTER NICHOLSON RETURNS SUNNY BABY SUPER TAICHI,2021_G112,NZ,6,Bay,Gelding,
644,PPG,"$900,900","$1,062,900",0-2-3-12,2,Hong Kong(16/02/2024),07/11/2022,D J Whyte,Leung Kai Fai,44,48,Pariah,Watchful Eyes,Street Sense,ENJOY GOLF SPEEDY FORTUNE TELECOM BULLET,2022_H235,AUS,4,Bay,Gelding,
645,PPG,"$245,700","$245,700",0-1-0-3,1,Hong Kong(02/04/2024),14/08/2023,J Richards,Lucky Owners Syndicate,52,52,Sioux Nation,Top Classic,O'Reilly,HELENE FEELING MAGIC CONTROL,2023_J089,AUS,3,Brown,Gelding,
646,PPG,"$134,550","$134,550",0-0-1-1,1,Conghua(27/03/2024),19/10/2023,J Richards,Benedict Sin,52,52,Sweynesse,Petite Midas,Congrats,HAPPY UNITED HEARTY WISH ISLAND SURPRISE LUCKY SWEYNESSE PERFECTO MOMENTS SOLID IMPACT SPEEDSTAR SUPER HORNET,2023_J203,NZ,3,Bay,Gelding,
647,PPG,"$871,650","$5,620,545",5-6-7-58,1,Hong Kong(23/03/2024),15/07/2019,C Fownes,Leung Kai Fai,47,52,Medaglia d'Oro,Watchful Eyes,Street Sense,GOLDEN SIXTY HERCULES PODIUM ROYAL PRIDE,2019_D050,AUS,7,Bay,Gelding,
648,PPG,"$9,950,800","$18,091,900",6-5-2-26,2,Hong Kong(26/07/2023),18/01/2021,F C Lor,Vincent Leung Man Him,103,88,Artie Schiller,Heredera,Northern Meteor,J360 GOLDEN ARTIE ORIENTAL SMOKE WINNING SEVEN,2020_E356,AUS,6,Bay,Gelding,
649,PPG,"$40,950","$40,950",0-0-0-1,1,Hong Kong(21/12/2023),21/12/2023,Y S Tsui,Athy Ngai Sze Yin,52,52,No Nay Never,Spiced,Exceed And Excel,J416 CALL ME GLORIOUS HAPPYDEARHAPPYDEER MASSIVE SOVEREIGN MASTER STROKE ONE FOR ALL ROMANTIC HERO RUN RAN RUN SKY SONG SPIRITED EXPRESS,2023_J275,AUS,3,Bay,Gelding,
650,PP,"$37,200","$37,200",0-0-0-4,2,Hong Kong(13/01/2024),08/05/2023,J Richards,Yeoh Saw Kheng,59,65,Capitalist,Theatric,Casino Prince,J308 J362 J369 J402 ALWAYS MY FOLKS BELLE HEART BLUE MARLIN CALIFORNIA BLITZ CAPITAL DELIGHT CAPITAL LEGEND CHILLI BABA GENEVA GIANT LEAP HERO WARRIOR JUBILANT WINNER LADY BILLIE MONTA FRUTTA PLENTIFUL RISE COMPANIONS SAVVY CHIC SEASONS WIT SMILING EMPEROR SOLAR GOGO SOLAR UP SPICY KNUCKLES SPORTIC WARRIOR SUNLIGHT POWER SUPERB CAPITALIST WINNING DATA,2022_H391,AUS,4,Chestnut,Gelding,
651,PP,"$2,100,150","$2,695,100",2-1-4-24,1,Conghua(08/03/2024),02/08/2021,C Fownes,Tsin Kin Man,55,41,Not A Single Doubt,Touched In Flight,Fasliyev,APOLAR FIGHTER FURY AND GOLD HEROIC MASTER MEEPMEEP NORTHERN BEACHES PAKISTAN FRIEND SKY FOREVER TURIN WARRIOR,2021_G081,AUS,6,Bay,Gelding,
652,PPG,"$23,171,700","$74,279,900",16-4-1-24,2,Hong Kong(13/09/2021),13/09/2021,K L Man,"Cheng Ming Leung, Cheng Yu Tung, Cheng Mei Mei & Cheng Yu Wai",132,131,Sweynesse,Madonna Mia,Red Clubs,HAPPY UNITED HEARTY WISH ISLAND SURPRISE LUCKY TOUCH PERFECTO MOMENTS SOLID IMPACT SPEEDSTAR SUPER HORNET,2021_G180,NZ,5,Brown,Gelding,
653,PPG,"$1,217,775","$1,444,525",1-3-2-23,2,Conghua(05/04/2024),09/11/2021,P C Ng,Danny Chan Kwan Mun,34,34,Hinchinbrook,Skyerush,Super Jet,CORDYCEPS ONE EXCELLENT FIGHTER JUMBO LEGEND WINNING ICEY,2021_G279,AUS,5,Bay,Gelding,
654,ISG,"$5,067,290","$5,229,290",5-1-2-18,2,Hong Kong(30/03/2024),10/07/2022,C Fownes,Manhattan Bros Syndicate,74,41,Savabeel,Candelabra,Pins,J418 COURIER MAGIC DUBLIN STAR GOOD GOOD GREAT ACHIEVER KASA PAPA NOBLE PURSUIT ON THE LASH ROMANTIC CHARM SUPER UNICORN,2021_G466,NZ,5,Bay,Gelding,
655,PP,$0,"$1,761,850",1-1-1-19,0,Hong Kong(30/01/2024),25/05/2021,K H Ting,Alice Chan Mei Kei,65,66,Choisir,Exotic Blend,Encosta de Lago,AFFIRM VANTASTIC CHOICE,2020_E440,AUS,6,Bay,Gelding,
656,PP,$0,$0,0-0-0-0,0,Hong Kong(19/12/2023),19/12/2023,J Size,Larry Yung Chi Kin,63,63,I Am Invincible,Unassailed,Fastnet Rock,J419 J420 AMAZING ACE CALIFORNIA CIBLE CALL ME DANDY CHAMPION METHOD MOJAVE DESERT PATCH OF WATCH ROBOT FIGHTER SERGEANT PEPPER,2023_J244,AUS,3,Bay,Gelding,
657,PP,$0,$0,0-0-0-0,0,Hong Kong(22/01/2024),22/01/2024,J Richards,Sim Tze Shiong,77,77,Sioux Nation,Jackpot Queen,Not A Single Doubt,HELENE FEELING LUCKY SYMPHONY,2023_J333,AUS,3,Chestnut,Gelding,
658,PP,"$1,949,700","$4,769,575",2-2-2-14,1,Hong Kong(30/03/2024),13/09/2022,J Richards,Ewo Syndicate,80,75,Lucky Street,Top Show,Stratum,Nil,2022_H141,AUS,4,Brown,Gelding,
659,PPG,"$35,000","$35,000",0-0-0-9,0,Conghua(07/02/2024),09/08/2022,W Y So,Wong Cho Bau,30,46,Exceed And Excel,Annie's Luck,Medaglia d'Oro,J403 J415 ARIEL CIRCUIT ELEVEN CRYSTAL POWERFUL DEAL COMPLETED EXCEL WONGCHOY GUSTOSISIMO HANG'S CHOICE KING ECCELLENTE KING MILES ROMANTIC NOVELIST SAVVY DELIGHT SHINE BRIGHT SUPER AXIOM,2022_H102,AUS,4,Bay,Gelding,
660,PP,"$3,857,900","$6,523,900",3-6-2-20,1,Conghua(20/03/2024),09/11/2021,D J Whyte,"Wilson Ngan Ping Shing, Katherine Ngan Mei Sze, Kanvin Ngan & Wilkie Ngan Chi Wai",91,75,Redoute's Choice,Negotiate,Red Ransom,PLEASANT ENDEAVOR,2021_G258,AUS,5,Bay,Gelding,
661,PP,$0,"$2,768,125",1-1-1-14,1,Hong Kong(26/09/2023),23/08/2022,D A Hayes,Johnson Chen & Irene Chen,68,80,So You Think,Vivid Diamonte,Fastnet Rock,J382 DIAMOND DIAMOND GALE SAGA GLORIOUS TALENT PACKING WISHER RED HARE KING SATIRICAL FAN SATIRICAL GLORY SKY TRUST SO WE JOY SPICY GOLD,2022_H124,AUS,5,Bay,Gelding,
662,PP,$0,$0,0-0-0-0,0,Hong Kong(22/01/2024),22/01/2024,K L Man,Jason Tam Siu Keung,64,64,Hallowed Crown,Emma Kate,Iglesia,J430 GALLANT CROWN,2023_J329,AUS,4,Bay,Gelding,
663,PP,$0,$0,0-0-0-4,0,Hong Kong(29/02/2024),08/07/2023,C S Shum,Surplus Horse Racing Syndicate,58,64,Churchill,Glass Slipper,Danehill,J406 ENCOUNTERED ENCOURAGER ENSHINE FAIRY HORSE GRACIOUS EXPRESS INVINCIBLE DELIGHT KA YING GENERATION SMASHING EXPRESS SNAFFLES WAH MAY WAI WAI,2023_J018,IRE,4,Bay,Gelding,
664,PP,"$1,106,700","$1,106,700",0-2-1-5,1,Hong Kong(05/06/2023),05/06/2023,J Size,22/23 John Size Trainer Syndicate,66,63,Toronado,Lipstick Lover,I Am Invincible,J411 J437 BABY SATELLITE BEAUTY GLORY BEAUTY INFINITY BLESSED NATION CAPTAIN WIN DIAMOND WINNER GOLDEN CHAMPION HAPPY FEELING HELIOS EXPRESS I AM THE BOSS IVICTORIAM LA FORZA MASTER TORNADO OWNERS' PRAISE PACKING POWER RED ELEGANCE SENOR TOBA SIGHT VICTORY STORMTROUPER SWEET ENCOUNTER TORONADO PHANTOM VERBIER VICTOR THE WINNER,2022_H433,AUS,4,Bay,Gelding,
665,ISG,"$140,400","$1,865,700",2-1-3-18,0,Hong Kong(26/10/2023),23/11/2021,D J Hall,Management Folks Syndicate,48,51,Mastercraftsman,Excellent Mariner,Henrythenavigator,CIRCUIT ELITE,2021_E496,IRE,6,Brown,Gelding,
666,PPG,"$46,800","$46,800",0-0-0-5,2,Conghua(05/04/2024),31/07/2023,J Richards,"Chan Wing Kwong, Patrick Ng Pak Hong, Albert Lee Wai Choi & Alex Lee Yiu Cheung",44,52,Star Witness,Bukzel,Snitzel,AURORA LADY BRAVE WITNESS BRIGHT INHERITANCE GALAXY WITNESS HUMBLE STAR MOLLY'S WITNESS MR MAESTRO NERVOUS WITNESS SUPER INFINITY YOUNG HORIZON,2023_J065,AUS,3,Chestnut,Gelding,
667,PPG,$0,$0,0-0-0-4,2,Hong Kong(05/12/2023),24/08/2023,D J Hall,Thing On Group Syndicate,46,52,Swiss Ace,Secluded,Postponed,ACE TALENT AMAZING GALAXY DRAGON AIR FORCE EURO ROCKS FAST SERVE FLYING ACE FORTUNE WARRIOR GIMME FIVE HAROLD WIN JOYFUL LIFE LOST CHILD LOYAL BO BO MASSIVE TALENT MR ENERGIA NEW POWER THUNDERBOLTAURUS B TOP PEAK,2023_J100,NZ,3,Bay,Gelding,
668,PP,$0,$0,0-0-0-0,0,Hong Kong(09/10/2023),09/10/2023,W K Mo,Mr & Mrs Philip Ng Yuk Wing and Michael Ng Mun Kit,65,65,Squamosa,Huiskes,Hussonet,Nil,2023_J172,AUS,4,Chestnut,Gelding,
669,PP,"$2,173,000","$4,729,600",2-4-2-30,2,Conghua(27/03/2024),25/05/2021,A S Cruz,Victory Anthem Syndicate,68,61,Excelebration,Arlington Rock,Fastnet Rock,BEAUTY CHAMP,2020_E441,AUS,7,Bay,Gelding,
670,PP,"$353,400","$2,268,150",0-4-3-15,0,Hong Kong(09/08/2022),09/08/2022,Y S Tsui,Melody Yau Man Lok,61,69,Snitzel,Lassiter's Cat,Tale Of The Cat,COTTON FINGERS GUMMY GUMMY NEBRASKAN SUPER WISE DRAGON,2022_H088,AUS,5,Bay,Gelding,
671,PPG,"$351,800","$3,515,250",4-1-2-23,1,Hong Kong(04/08/2021),07/10/2020,W Y So,DBS 78 Syndicate,59,71,Pins,Front Lady,Zabeel,HAPPY DAILY NATURAL STORM PINS PRINCE ROMANTIC LAOS,2020_E245,NZ,7,Bay,Gelding,
672,PP,"$2,039,400","$4,631,400",3-3-1-29,2,Hong Kong(17/12/2021),25/05/2021,F C Lor,Chan Kam Hung,65,63,Reliable Man,Classical,Stravinsky,EMBRACES FASTPASS RELIABLE PROFIT V LOVE YOU,2020_E445,NZ,6,Grey,Gelding,
673,PP,"$18,708,000","$18,708,000",2-0-0-2,1,Hong Kong(04/11/2023),04/11/2023,C H Yip,Chan Kam Hung,107,72,No Nay Never,Sweet Charity,Myboycharlie,J416 CALL ME GLORIOUS HAPPYDEARHAPPYDEER LUCY IN THE SKY MASTER STROKE ONE FOR ALL ROMANTIC HERO RUN RAN RUN SKY SONG SPIRITED EXPRESS,2023_J208,IRE,4,Bay,Gelding,
674,PPG,"$859,950","$859,950",1-0-0-9,2,Conghua(01/04/2024),19/12/2022,M Newnham,Alan Chan Kin On,51,51,Swiss Ace,Commiserate,Congrats,ACE TALENT AMAZING GALAXY DRAGON AIR FORCE EURO ROCKS FAST SERVE FLYING ACE FORTUNE WARRIOR GIMME FIVE HAROLD WIN JOYFUL LIFE LOST CHILD LOYAL BO BO MARIO MR ENERGIA NEW POWER THUNDERBOLTAURUS B TOP PEAK,2022_H282,NZ,4,Grey,Gelding,
675,PPG,"$608,125","$608,125",1-0-1-11,2,Hong Kong(09/03/2024),11/10/2022,W Y So,Kendrick Wong Chun Kit,37,41,Charm Spirit,Funoon,Dream Ahead,AWESOME TREASURE CAMINO CHARMING STEED CHEVAL VALIANT DOUBLE BINGO FUN N FUN TOGETHER GLORY CLOUD GO GO GO HAPPY HUNK HONG KONG HALL KA YING VICTORY LADY'S CHOICE LO PAN SPIRIT MILLENNIUM FALCON SILVER SPURS SOARING TOWER TACTICAL COMMAND TRIPLE BLISS,2022_H177,AUS,4,Bay,Gelding,
676,PPG,"$134,550","$134,550",0-0-1-2,0,Conghua(19/02/2024),17/07/2023,D A Hayes,Dr Peter Lam How Mun,52,52,Deep Field,Khalama,Starspangledbanner,J423 J427 ADEFILL ALMIGHTY KICK BLAZING WIND BOOMBAYAH CALIFORNIA DEEPLY CALIFORNIA ICON CALIFORNIA TOUCH CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE LUCKY ARCHANGEL MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER ELITE SUPER GLORY SUPER HIGHWAY SUPREME LUCKY TEAM HAPPY THE GOLDEN SCENERY THE GOOD DEAL VIGOR ELLEEGANT VIVA GRACIOUSNESS VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2023_J024,AUS,3,Bay,Gelding,
677,PPG,$0,$0,0-0-0-0,0,Hong Kong(20/01/2024),20/01/2024,J Size,Henry Chan Ka Yeung,,,Havana Gold,Gladiatrix,Compton Place,BEAUTY CHARGE KYRUS UNICORN,2023_J325,GB,3,Bay,Gelding,
678,PP,$0,$0,0-0-0-5,1,Conghua(29/03/2024),27/07/2023,C H Yip,Chong Shu Wai & Liu Man Ho,52,63,No Nay Never,Lucky Morna,Ferocity,J416 CALL ME GLORIOUS HAPPYDEARHAPPYDEER LUCY IN THE SKY MASSIVE SOVEREIGN ONE FOR ALL ROMANTIC HERO RUN RAN RUN SKY SONG SPIRITED EXPRESS,2023_J036,AUS,5,Bay,Gelding,
679,PP,"$356,850","$840,850",0-1-2-17,1,Hong Kong(26/05/2023),05/05/2022,W Y So,Master Syndicate,51,57,Toronado,Beltija,Falvelon,J411 J437 BABY SATELLITE BEAUTY GLORY BEAUTY INFINITY BLESSED NATION CAPTAIN WIN DIAMOND WINNER GOLDEN CHAMPION HAPPY FEELING HELIOS EXPRESS I AM THE BOSS IVICTORIAM LA FORZA MAGNIFICENT NINE OWNERS' PRAISE PACKING POWER RED ELEGANCE SENOR TOBA SIGHT VICTORY STORMTROUPER SWEET ENCOUNTER TORONADO PHANTOM VERBIER VICTOR THE WINNER,2021_G410,AUS,5,Bay,Gelding,
680,ISG,"$23,400","$2,347,950",4-0-1-31,0,Hong Kong(16/08/2023),24/05/2020,C H Yip,Chan Kam Hung & Alan Chan Kin On,40,45,Holy Roman Emperor,Nictate,Teofilo,AMAZING BOY CERVIN COLOURFUL EMPEROR DRAGON KINGDOM HOLY LAKE LOOKING GREAT LOYAL AMBITION MY INTELLIGENT SPARKLING KNIGHT STAR OF GLORY TRAVEL GOLF YOU'REMYEVERYTHING,2019_D311,IRE,7,Bay,Gelding,
681,PPG,$0,$0,0-0-0-1,1,Hong Kong(26/03/2024),29/06/2023,K W Lui,Lau Ying Kin & Lau Mok Yuen Kee,52,52,U S Navy Flag,Lazaan,Zabeel,J396 J446 CURRAHEE GET SET WIN GREAT DAYS LAKESHORE HERO RACINGRACE SUPER CHARIZZARD U S S CONSTITUTION,2022_H472,NZ,3,Bay,Gelding,
682,ISG,"$1,824,300","$3,435,200",3-1-1-17,1,Hong Kong(10/07/2022),10/07/2022,W K Mo,Yan Ting Xu,66,64,Fastnet Rock,Stellar Glow,Sea The Stars,CHATEAUNEUF FOREMOST TEDDY GOLDEN EMPIRE INTREPID WINNER METRO WARRIOR O'LINER ROCKET SPADE SETANTA STRAIGHT ARRON,2021_G474,IRE,5,Bay,Gelding,
683,PP,"$409,500","$409,500",0-1-0-12,2,Conghua(08/04/2024),07/11/2022,F C Lor,Lily Chan Li Lei,46,55,Russian Revolution,Progressive,Street Cry,DELAGO PATROL GLORY ELITE LUCKY GENERATIONS,2022_H226,AUS,4,Bay,Gelding,
684,PPG,"$721,875","$1,463,325",2-1-0-20,2,Hong Kong(18/01/2024),09/11/2021,M Newnham,Lucky Horses Syndicate,39,40,Burgundy,Precious,Stravinsky,J448 DOUBLE WIN FIRE BALL GOLDEN FAIRY SAKEWIN,2021_G276,NZ,5,Bay,Gelding,
685,PPG,$0,$0,0-0-0-4,2,Hong Kong(02/01/2024),14/08/2023,D J Whyte,Mike Cheung Shun Ching,46,52,Cracksman,Belle Rose,Golden Sword,Nil,2023_J074,GB,4,Bay,Gelding,
686,PPG,$0,$0,0-0-0-0,0,Conghua(15/08/2023),10/06/2023,K W Lui,"Peter Chu Ka Lok, Maria Teresa Chu & Dr Christopher Chu Ping Wing",,,Caravaggio,Castle Cross,Cape Cross,CIRCUIT NINE SILVER UP THE WINNABE TURIN MASCOT,2022_H453,IRE,3,Brown,Gelding,
687,PP,"$764,400","$8,131,700",4-8-0-23,0,Hong Kong(09/08/2023),03/10/2020,K W Lui,Peter Chu Ka Lok & Dr Christopher Chu Ping Wing,90,89,Pivotal,Adore,Oasis Dream,Nil,2020_E230,IRE,7,Chestnut,Gelding,
688,PP,$0,$0,0-0-0-9,0,Conghua(19/02/2024),19/12/2022,J Richards,Lucky Forever Syndicate,41,63,Written Tycoon,Afleet Esprit,Bel Esprit,J404 J412 J413 CHARITY FOR ALL EASON FANTASTIC TREASURE FLYING LUCK GOLDEN RISE GRATEFUL HEART KA YING WARRIOR NEVER TOO SOON ORIENTAL TYCOON PATCH OF TIME RIVER VIEWS RUN RUN COOL SING DRAGON TOMODACHI KOKOROE WIND SPEEDER,2022_H268,AUS,4,Bay,Gelding,
689,PPG,"$1,440,600","$3,918,000",4-4-2-31,2,Conghua(08/04/2024),07/09/2020,P F Yiu,"Mr & Mrs Tser Yiu Cho, Justin Tser Ka Ho and Johnson Tser Ka Yu",60,53,Shooting To Win,Exceed And Excite,Exceed And Excel,CHARMANDER DARING PURSUIT DRAGON FOUR SEAS FIREFOOT HAPPY SOUL LESLIE LIFELINE EXPRESS MIDORI GLORY TOP SCORER,2020_E184,AUS,6,Chestnut,Gelding,
690,PPG,"$1,680,000","$3,052,950",3-4-5-41,3,Hong Kong(04/04/2024),09/08/2021,P C Ng,Medicore Syndicate,37,25,Zacinto,You Are Amazing,Thewayyouare,SPEEDY CHARIOT,2021_G129,NZ,5,Bay,Gelding,
691,PPG,"$87,750","$4,685,175",4-6-5-56,0,Hong Kong(08/02/2024),12/08/2019,D J Hall,Mr & Mrs Chew Fook Aun and Alexander Chew Wei Khen,42,51,Harbour Watch,An Ghalanta,Holy Roman Emperor,Nil,2019_D118,GB,8,Bay,Gelding,
692,PP,"$497,250","$7,853,750",3-5-12-54,2,Hong Kong(28/03/2024),24/02/2020,D A Hayes,Metro Express Syndicate,54,69,Fastnet Rock,Scandinavia,Snippets,CHATEAUNEUF FOREMOST TEDDY GOLDEN EMPIRE INTREPID WINNER MASTER OF FORTUNE O'LINER ROCKET SPADE SETANTA STRAIGHT ARRON,2019_D387,AUS,7,Bay,Gelding,
693,PPG,"$245,700","$245,700",0-1-0-2,0,Conghua(20/12/2023),07/11/2022,J Size,Terry Fok Kwong Hang,53,52,Not A Single Doubt,Gallant Tess,Galileo,APOLAR FIGHTER FURY AND GOLD HEROIC MASTER LYRICAL MOTION NORTHERN BEACHES PAKISTAN FRIEND SKY FOREVER TURIN WARRIOR,2022_H234,AUS,4,Bay,Gelding,
694,PP,"$455,700","$455,700",0-1-0-5,1,Hong Kong(11/01/2024),14/08/2023,P F Yiu,Li Wing Hon & Tung Lai Kwan,59,63,Smart Missile,Red Beret,Red Ransom,J366 BEAUTY MISSILE COMMANDING MISSILE CRAZY TREASURE GENERAL WINNER GRAND CONQUEROR GREEN N WHITE HIGH RISE POWER INVINCIBLE MISSILE LAPRAS MISSION BRAVO SPEED SWORD TSUEN WAN GLORY YOUNG VICTORY,2023_J083,AUS,4,Bay,Gelding,
695,PP,$0,$0,0-0-0-0,0,Conghua(01/03/2024),19/12/2023,P F Yiu,Li Wing Hon & Tung Lai Kwan,63,63,Shooting To Win,Bella Deluxe,Delago Deluxe,CHARMANDER DARING PURSUIT DRAGON FOUR SEAS FIREFOOT HAPPY SOUL LESLIE LIFELINE EXPRESS MEGA BONUS TOP SCORER,2023_J248,AUS,3,Bay,Gelding,
696,PPG,"$437,500","$530,650",0-2-1-21,1,Hong Kong(25/05/2022),09/08/2021,C W Chang,Kenneth Tsang Heung Kan,21,26,Husson,Ruski Rose,Nureyev,SEA SAPPHIRE,2021_G117,AUS,5,Chestnut,Gelding,
697,PPG,$0,$0,0-0-0-0,0,Hong Kong(23/03/2024),05/06/2023,P F Yiu,"Mr & Mrs Li Ming On, Joyce Li Lok Yan & Henry Li Lok Him",52,52,Time Test,L'Accord,Golan,J384 J390 BEAU GOSSE FLAMING RABBIT FUNG HO HO STAR ISLAND GOLDEN LEEDOX OFFROAD MASTER OMAKASE SWEET SMILE TIMES TABLE TOP GUN,2022_H450,NZ,3,Bay,Gelding,
698,PPG,"$111,600","$3,085,050",3-2-0-8,0,Conghua(10/01/2024),25/01/2022,P F Yiu,"Mr & Mrs Li Ming On, Joyce Li Lok Yan & Henry Li Lok Him",80,80,Rich Enuff,Show A Princess,Show A Heart,RIGHTEOUS ARION SCOTCH TYCOON SUNNY Q WUNDERBAR,2021_G346,AUS,5,Chestnut,Gelding,
699,PPG,$0,$0,0-0-0-0,0,Hong Kong(07/11/2023),07/11/2023,P C Ng,Yip Wai Kwan,52,52,Justify,Stopshoppingmaria,More Than Ready,J364 J441 CALL ME SUPREME JUSTIFY YOURSELF PRAY FOR MIR UNBELIEVABLE,2023_J221,AUS,3,Bay,Gelding,
700,PPG,$0,$0,0-0-0-0,0,Hong Kong(20/02/2024),20/02/2024,M Newnham,Elite Leisure Syndicate,,,Dundeel,Slippery When Wet,Sebring,J426 ELLIPTICAL FLYING MOJITO FLYING ROMANTIC STRATHPEFFER,2023_J377,AUS,2,Bay,Gelding,
